,idDem,cantMujeres,porcentajeMujeres
2644,dem2645,0.0,0.0
2645,dem2646,0.0,0.0
2646,dem2647,0.0,0.0
2647,dem2648,0.0,0.0
2648,dem2649,0.0,0.0
2649,dem2650,0.0,0.0
2650,dem2651,0.0,0.0
2651,dem2652,0.0,0.0
2652,dem2653,0.0,0.0
2653,dem2654,0.0,0.0
2654,dem2655,0.0,0.0
2655,dem2656,0.0,0.0
2656,dem2657,0.0,0.0
2657,dem2658,0.0,0.0
2658,dem2659,0.0,0.0
2659,dem2660,0.0,0.0
2660,dem2661,0.0,0.0
2661,dem2662,0.0,0.0
2662,dem2663,0.0,0.0
2663,dem2664,0.0,0.0
2664,dem2665,0.0,0.0
2665,dem2666,0.0,0.0
2666,dem2667,0.0,0.0
2667,dem2668,0.0,0.0
2668,dem2669,0.0,0.0
2669,dem2670,0.0,0.0
2670,dem2671,0.0,0.0
2671,dem2672,0.0,0.0
2672,dem2673,0.0,0.0
2673,dem2674,0.0,0.0
2674,dem2675,0.0,0.0
2675,dem2676,0.0,0.0
2676,dem2677,0.0,0.0
2677,dem2678,0.0,0.0
2678,dem2679,0.0,0.0
2679,dem2680,0.0,0.0
2680,dem2681,0.0,0.0
2681,dem2682,0.0,0.0
2682,dem2683,0.0,0.0
2683,dem2684,0.0,0.0
2684,dem2685,0.0,0.0
2685,dem2686,0.0,0.0
2686,dem2687,0.0,0.0
2687,dem2688,0.0,0.0
2688,dem2689,0.0,0.0
2689,dem2690,0.0,0.0
2690,dem2691,0.0,0.0
2691,dem2692,0.0,0.0
2692,dem2693,0.0,0.0
2693,dem2694,0.0,0.0
2694,dem2695,0.0,0.0
2695,dem2696,0.0,0.0
2696,dem2697,0.0,0.0
2697,dem2698,0.0,0.0
2698,dem2699,0.0,0.0
2699,dem2700,0.0,0.0
2700,dem2701,0.0,0.0
2701,dem2702,0.0,0.0
2702,dem2703,0.0,0.0
2703,dem2704,0.0,0.0
2704,dem2705,0.0,0.0
2705,dem2706,0.0,0.0
2706,dem2707,0.0,0.0
2707,dem2708,0.0,0.0
2708,dem2709,0.0,0.0
2709,dem2710,0.0,0.0
2710,dem2711,0.0,0.0
2711,dem2712,0.0,0.0
2712,dem2713,0.0,0.0
2713,dem2714,0.0,0.0
2714,dem2715,0.0,0.0
2715,dem2716,0.0,0.0
2716,dem2717,0.0,0.0
2717,dem2718,0.0,0.0
2718,dem2719,0.0,0.0
2719,dem2720,0.0,0.0
2720,dem2721,0.0,0.0
2721,dem2722,0.0,0.0
2722,dem2723,0.0,0.0
2723,dem2724,0.0,0.0
2724,dem2725,0.0,0.0
2725,dem2726,0.0,0.0
2726,dem2727,0.0,0.0
2727,dem2728,0.0,0.0
2728,dem2729,0.0,0.0
2729,dem2730,0.0,0.0
2730,dem2731,0.0,0.0
2731,dem2732,0.0,0.0
2732,dem2733,0.0,0.0
2733,dem2734,0.0,0.0
2734,dem2735,0.0,0.0
2735,dem2736,0.0,0.0
2736,dem2737,0.0,0.0
2737,dem2738,0.0,0.0
2738,dem2739,0.0,0.0
2739,dem2740,0.0,0.0
2740,dem2741,0.0,0.0
2741,dem2742,0.0,0.0
2742,dem2743,0.0,0.0
2743,dem2744,0.0,0.0
2744,dem2745,0.0,0.0
2745,dem2746,0.0,0.0
2746,dem2747,0.0,0.0
2747,dem2748,0.0,0.0
2748,dem2749,0.0,0.0
2749,dem2750,0.0,0.0
2750,dem2751,0.0,0.0
2751,dem2752,0.0,0.0
2752,dem2753,0.0,0.0
2753,dem2754,0.0,0.0
2754,dem2755,0.0,0.0
2755,dem2756,0.0,0.0
2756,dem2757,0.0,0.0
2757,dem2758,0.0,0.0
2758,dem2759,0.0,0.0
2759,dem2760,0.0,0.0
2760,dem2761,0.0,0.0
2761,dem2762,0.0,0.0
2762,dem2763,0.0,0.0
2763,dem2764,0.0,0.0
2764,dem2765,0.0,0.0
2765,dem2766,0.0,0.0
2766,dem2767,0.0,0.0
2767,dem2768,0.0,0.0
2768,dem2769,0.0,0.0
2769,dem2770,0.0,0.0
2770,dem2771,0.0,0.0
2771,dem2772,0.0,0.0
2772,dem2773,0.0,0.0
2773,dem2774,0.0,0.0
2774,dem2775,0.0,0.0
2775,dem2776,0.0,0.0
2776,dem2777,0.0,0.0
2777,dem2778,0.0,0.0
2778,dem2779,0.0,0.0
2779,dem2780,0.0,0.0
2780,dem2781,0.0,0.0
2781,dem2782,0.0,0.0
2782,dem2783,0.0,0.0
2783,dem2784,0.0,0.0
2784,dem2785,0.0,0.0
2785,dem2786,0.0,0.0
2786,dem2787,0.0,0.0
2787,dem2788,0.0,0.0
2788,dem2789,0.0,0.0
2789,dem2790,0.0,0.0
2790,dem2791,0.0,0.0
2791,dem2792,0.0,0.0
2792,dem2793,0.0,0.0
2793,dem2794,0.0,0.0
2794,dem2795,0.0,0.0
2795,dem2796,0.0,0.0
2796,dem2797,0.0,0.0
2797,dem2798,0.0,0.0
2798,dem2799,0.0,0.0
2799,dem2800,0.0,0.0
2800,dem2801,0.0,0.0
2801,dem2802,0.0,0.0
2802,dem2803,0.0,0.0
2803,dem2804,0.0,0.0
2804,dem2805,0.0,0.0
2805,dem2806,0.0,0.0
2806,dem2807,0.0,0.0
2807,dem2808,0.0,0.0
2808,dem2809,0.0,0.0
2809,dem2810,0.0,0.0
2810,dem2811,0.0,0.0
2811,dem2812,0.0,0.0
2812,dem2813,0.0,0.0
2813,dem2814,0.0,0.0
2814,dem2815,0.0,0.0
2815,dem2816,0.0,0.0
2816,dem2817,0.0,0.0
2817,dem2818,0.0,0.0
2818,dem2819,0.0,0.0
2819,dem2820,0.0,0.0
2820,dem2821,0.0,0.0
2821,dem2822,0.0,0.0
2822,dem2823,0.0,0.0
2823,dem2824,0.0,0.0
2824,dem2825,0.0,0.0
2825,dem2826,0.0,0.0
2826,dem2827,0.0,0.0
2827,dem2828,0.0,0.0
2828,dem2829,0.0,0.0
2829,dem2830,0.0,0.0
2830,dem2831,0.0,0.0
2831,dem2832,0.0,0.0
2832,dem2833,0.0,0.0
2833,dem2834,0.0,0.0
2834,dem2835,0.0,0.0
2835,dem2836,0.0,0.0
2836,dem2837,0.0,0.0
2837,dem2838,0.0,0.0
2838,dem2839,0.0,0.0
2839,dem2840,0.0,0.0
2840,dem2841,0.0,0.0
2841,dem2842,0.0,0.0
2842,dem2843,0.0,0.0
2843,dem2844,0.0,0.0
2844,dem2845,0.0,0.0
2845,dem2846,0.0,0.0
2846,dem2847,0.0,0.0
2847,dem2848,0.0,0.0
2848,dem2849,0.0,0.0
2849,dem2850,0.0,0.0
2850,dem2851,0.0,0.0
2851,dem2852,0.0,0.0
2852,dem2853,0.0,0.0
2853,dem2854,0.0,0.0
2854,dem2855,0.0,0.0
2855,dem2856,0.0,0.0
2856,dem2857,0.0,0.0
2857,dem2858,0.0,0.0
2858,dem2859,0.0,0.0
2859,dem2860,0.0,0.0
2860,dem2861,0.0,0.0
2861,dem2862,0.0,0.0
2862,dem2863,0.0,0.0
2863,dem2864,0.0,0.0
2864,dem2865,0.0,0.0
2865,dem2866,0.0,0.0
2866,dem2867,0.0,0.0
2867,dem2868,0.0,0.0
2868,dem2869,0.0,0.0
2869,dem2870,0.0,0.0
2870,dem2871,0.0,0.0
2871,dem2872,0.0,0.0
2872,dem2873,0.0,0.0
2873,dem2874,0.0,0.0
2874,dem2875,0.0,0.0
2875,dem2876,0.0,0.0
2876,dem2877,0.0,0.0
2877,dem2878,0.0,0.0
2878,dem2879,0.0,0.0
2879,dem2880,0.0,0.0
2880,dem2881,0.0,0.0
2881,dem2882,0.0,0.0
2882,dem2883,0.0,0.0
2883,dem2884,0.0,0.0
2884,dem2885,0.0,0.0
2885,dem2886,0.0,0.0
2886,dem2887,0.0,0.0
2887,dem2888,0.0,0.0
2888,dem2889,0.0,0.0
2889,dem2890,0.0,0.0
2890,dem2891,0.0,0.0
2891,dem2892,0.0,0.0
2892,dem2893,0.0,0.0
2893,dem2894,0.0,0.0
2894,dem2895,0.0,0.0
2895,dem2896,0.0,0.0
2896,dem2897,0.0,0.0
2897,dem2898,0.0,0.0
2898,dem2899,0.0,0.0
2899,dem2900,0.0,0.0
2900,dem2901,0.0,0.0
2901,dem2902,0.0,0.0
2902,dem2903,0.0,0.0
2903,dem2904,0.0,0.0
2904,dem2905,0.0,0.0
2905,dem2906,0.0,0.0
2906,dem2907,0.0,0.0
2907,dem2908,0.0,0.0
2908,dem2909,0.0,0.0
2909,dem2910,0.0,0.0
2910,dem2911,0.0,0.0
2911,dem2912,0.0,0.0
2912,dem2913,0.0,0.0
2913,dem2914,0.0,0.0
2914,dem2915,0.0,0.0
2915,dem2916,0.0,0.0
2916,dem2917,0.0,0.0
2917,dem2918,0.0,0.0
2918,dem2919,0.0,0.0
2919,dem2920,0.0,0.0
2920,dem2921,0.0,0.0
2921,dem2922,0.0,0.0
2922,dem2923,0.0,0.0
2923,dem2924,0.0,0.0
2924,dem2925,0.0,0.0
2925,dem2926,0.0,0.0
2926,dem2927,0.0,0.0
2927,dem2928,0.0,0.0
2928,dem2929,0.0,0.0
2929,dem2930,0.0,0.0
2930,dem2931,0.0,0.0
2931,dem2932,0.0,0.0
2932,dem2933,0.0,0.0
2933,dem2934,0.0,0.0
2934,dem2935,0.0,0.0
2935,dem2936,0.0,0.0
2936,dem2937,0.0,0.0
2937,dem2938,0.0,0.0
2938,dem2939,0.0,0.0
2939,dem2940,0.0,0.0
2940,dem2941,0.0,0.0
2941,dem2942,0.0,0.0
2942,dem2943,0.0,0.0
2943,dem2944,0.0,0.0
2944,dem2945,0.0,0.0
2945,dem2946,0.0,0.0
2946,dem2947,0.0,0.0
2947,dem2948,0.0,0.0
2948,dem2949,0.0,0.0
2949,dem2950,0.0,0.0
2950,dem2951,0.0,0.0
2951,dem2952,0.0,0.0
2952,dem2953,0.0,0.0
2953,dem2954,0.0,0.0
2954,dem2955,0.0,0.0
2955,dem2956,0.0,0.0
2956,dem2957,0.0,0.0
2957,dem2958,0.0,0.0
2958,dem2959,0.0,0.0
2959,dem2960,0.0,0.0
2960,dem2961,0.0,0.0
2961,dem2962,0.0,0.0
2962,dem2963,0.0,0.0
2963,dem2964,0.0,0.0
2964,dem2965,0.0,0.0
2965,dem2966,0.0,0.0
2966,dem2967,0.0,0.0
2967,dem2968,0.0,0.0
2968,dem2969,0.0,0.0
2969,dem2970,0.0,0.0
2970,dem2971,0.0,0.0
2971,dem2972,0.0,0.0
2972,dem2973,0.0,0.0
2973,dem2974,0.0,0.0
2974,dem2975,0.0,0.0
2975,dem2976,0.0,0.0
2976,dem2977,0.0,0.0
2977,dem2978,0.0,0.0
2978,dem2979,0.0,0.0
2979,dem2980,0.0,0.0
2980,dem2981,0.0,0.0
2981,dem2982,0.0,0.0
2982,dem2983,0.0,0.0
2983,dem2984,0.0,0.0
2984,dem2985,0.0,0.0
2985,dem2986,0.0,0.0
2986,dem2987,0.0,0.0
2987,dem2988,0.0,0.0
2988,dem2989,0.0,0.0
2989,dem2990,0.0,0.0
2990,dem2991,0.0,0.0
2991,dem2992,0.0,0.0
2992,dem2993,0.0,0.0
2993,dem2994,0.0,0.0
2994,dem2995,0.0,0.0
2995,dem2996,0.0,0.0
2996,dem2997,0.0,0.0
2997,dem2998,0.0,0.0
2998,dem2999,0.0,0.0
2999,dem3000,0.0,0.0
3000,dem3001,0.0,0.0
3001,dem3002,0.0,0.0
3002,dem3003,0.0,0.0
3003,dem3004,0.0,0.0
3004,dem3005,0.0,0.0
3005,dem3006,0.0,0.0
3006,dem3007,0.0,0.0
3007,dem3008,0.0,0.0
3008,dem3009,0.0,0.0
3009,dem3010,0.0,0.0
3010,dem3011,0.0,0.0
3011,dem3012,0.0,0.0
3012,dem3013,0.0,0.0
3013,dem3014,0.0,0.0
3014,dem3015,0.0,0.0
3015,dem3016,0.0,0.0
3016,dem3017,0.0,0.0
3017,dem3018,0.0,0.0
3018,dem3019,0.0,0.0
3019,dem3020,0.0,0.0
3020,dem3021,0.0,0.0
3021,dem3022,0.0,0.0
3022,dem3023,0.0,0.0
3023,dem3024,0.0,0.0
3024,dem3025,0.0,0.0
3025,dem3026,0.0,0.0
3026,dem3027,0.0,0.0
3027,dem3028,0.0,0.0
3028,dem3029,0.0,0.0
3029,dem3030,0.0,0.0
3030,dem3031,0.0,0.0
3031,dem3032,0.0,0.0
3032,dem3033,0.0,0.0
3033,dem3034,0.0,0.0
3034,dem3035,0.0,0.0
3035,dem3036,0.0,0.0
3036,dem3037,0.0,0.0
3037,dem3038,0.0,0.0
3038,dem3039,0.0,0.0
3039,dem3040,0.0,0.0
3040,dem3041,0.0,0.0
3041,dem3042,0.0,0.0
3042,dem3043,0.0,0.0
3043,dem3044,0.0,0.0
3044,dem3045,0.0,0.0
3045,dem3046,0.0,0.0
3046,dem3047,0.0,0.0
3047,dem3048,0.0,0.0
3048,dem3049,0.0,0.0
3049,dem3050,0.0,0.0
3050,dem3051,0.0,0.0
3051,dem3052,0.0,0.0
3052,dem3053,0.0,0.0
3053,dem3054,0.0,0.0
3054,dem3055,0.0,0.0
3055,dem3056,0.0,0.0
3056,dem3057,0.0,0.0
3057,dem3058,0.0,0.0
3058,dem3059,0.0,0.0
3059,dem3060,0.0,0.0
3060,dem3061,0.0,0.0
3061,dem3062,0.0,0.0
3062,dem3063,0.0,0.0
3063,dem3064,0.0,0.0
3064,dem3065,0.0,0.0
3065,dem3066,0.0,0.0
3066,dem3067,0.0,0.0
3067,dem3068,0.0,0.0
3068,dem3069,0.0,0.0
3069,dem3070,0.0,0.0
3070,dem3071,0.0,0.0
3071,dem3072,0.0,0.0
3072,dem3073,0.0,0.0
3073,dem3074,0.0,0.0
3074,dem3075,0.0,0.0
3075,dem3076,0.0,0.0
3076,dem3077,0.0,0.0
3077,dem3078,0.0,0.0
3078,dem3079,0.0,0.0
3079,dem3080,0.0,0.0
3080,dem3081,0.0,0.0
3081,dem3082,0.0,0.0
3082,dem3083,0.0,0.0
3083,dem3084,0.0,0.0
3084,dem3085,0.0,0.0
3085,dem3086,0.0,0.0
3086,dem3087,0.0,0.0
3087,dem3088,0.0,0.0
3088,dem3089,0.0,0.0
3089,dem3090,0.0,0.0
3090,dem3091,0.0,0.0
3091,dem3092,0.0,0.0
3092,dem3093,0.0,0.0
3093,dem3094,0.0,0.0
3094,dem3095,0.0,0.0
3095,dem3096,0.0,0.0
3096,dem3097,0.0,0.0
3097,dem3098,0.0,0.0
3098,dem3099,0.0,0.0
3099,dem3100,0.0,0.0
3100,dem3101,0.0,0.0
3101,dem3102,0.0,0.0
3102,dem3103,0.0,0.0
3103,dem3104,0.0,0.0
3104,dem3105,0.0,0.0
3105,dem3106,0.0,0.0
3106,dem3107,0.0,0.0
3107,dem3108,0.0,0.0
3108,dem3109,0.0,0.0
3109,dem3110,0.0,0.0
3110,dem3111,0.0,0.0
3111,dem3112,0.0,0.0
3112,dem3113,0.0,0.0
3113,dem3114,0.0,0.0
3114,dem3115,0.0,0.0
3115,dem3116,0.0,0.0
3116,dem3117,0.0,0.0
3117,dem3118,0.0,0.0
3118,dem3119,0.0,0.0
3119,dem3120,0.0,0.0
3120,dem3121,0.0,0.0
3121,dem3122,0.0,0.0
3122,dem3123,0.0,0.0
3123,dem3124,0.0,0.0
3124,dem3125,0.0,0.0
3125,dem3126,0.0,0.0
3126,dem3127,0.0,0.0
3127,dem3128,0.0,0.0
3128,dem3129,0.0,0.0
3129,dem3130,0.0,0.0
3130,dem3131,0.0,0.0
3131,dem3132,0.0,0.0
3132,dem3133,0.0,0.0
3133,dem3134,0.0,0.0
3134,dem3135,0.0,0.0
3135,dem3136,0.0,0.0
3136,dem3137,0.0,0.0
3137,dem3138,0.0,0.0
3138,dem3139,0.0,0.0
3139,dem3140,0.0,0.0
3140,dem3141,0.0,0.0
3141,dem3142,0.0,0.0
3142,dem3143,0.0,0.0
3143,dem3144,0.0,0.0
3144,dem3145,0.0,0.0
3145,dem3146,0.0,0.0
3146,dem3147,0.0,0.0
3147,dem3148,0.0,0.0
3148,dem3149,0.0,0.0
3149,dem3150,0.0,0.0
3150,dem3151,0.0,0.0
3151,dem3152,0.0,0.0
3152,dem3153,0.0,0.0
3153,dem3154,0.0,0.0
3154,dem3155,0.0,0.0
3155,dem3156,0.0,0.0
3156,dem3157,0.0,0.0
3157,dem3158,0.0,0.0
3158,dem3159,0.0,0.0
3159,dem3160,0.0,0.0
3160,dem3161,0.0,0.0
3161,dem3162,0.0,0.0
3162,dem3163,0.0,0.0
3163,dem3164,0.0,0.0
3164,dem3165,0.0,0.0
3165,dem3166,0.0,0.0
3166,dem3167,0.0,0.0
3167,dem3168,0.0,0.0
3168,dem3169,0.0,0.0
3169,dem3170,0.0,0.0
3170,dem3171,0.0,0.0
3171,dem3172,0.0,0.0
3172,dem3173,0.0,0.0
3173,dem3174,0.0,0.0
3174,dem3175,0.0,0.0
3175,dem3176,0.0,0.0
3176,dem3177,0.0,0.0
3177,dem3178,0.0,0.0
3178,dem3179,0.0,0.0
3179,dem3180,0.0,0.0
3180,dem3181,0.0,0.0
3181,dem3182,0.0,0.0
3182,dem3183,0.0,0.0
3183,dem3184,0.0,0.0
3184,dem3185,0.0,0.0
3185,dem3186,0.0,0.0
3186,dem3187,0.0,0.0
3187,dem3188,0.0,0.0
3188,dem3189,0.0,0.0
3189,dem3190,0.0,0.0
3190,dem3191,0.0,0.0
3191,dem3192,0.0,0.0
3192,dem3193,0.0,0.0
3193,dem3194,0.0,0.0
3194,dem3195,0.0,0.0
3195,dem3196,0.0,0.0
3196,dem3197,0.0,0.0
3197,dem3198,0.0,0.0
3198,dem3199,0.0,0.0
3199,dem3200,0.0,0.0
3200,dem3201,0.0,0.0
3201,dem3202,0.0,0.0
3202,dem3203,0.0,0.0
3203,dem3204,0.0,0.0
3204,dem3205,0.0,0.0
3205,dem3206,0.0,0.0
3206,dem3207,0.0,0.0
3207,dem3208,0.0,0.0
3208,dem3209,0.0,0.0
3209,dem3210,0.0,0.0
3210,dem3211,0.0,0.0
3211,dem3212,0.0,0.0
3212,dem3213,0.0,0.0
3213,dem3214,0.0,0.0
3214,dem3215,0.0,0.0
3215,dem3216,0.0,0.0
3216,dem3217,0.0,0.0
3217,dem3218,0.0,0.0
3218,dem3219,0.0,0.0
3219,dem3220,0.0,0.0
3220,dem3221,0.0,0.0
3221,dem3222,0.0,0.0
3222,dem3223,0.0,0.0
3223,dem3224,0.0,0.0
3224,dem3225,0.0,0.0
3225,dem3226,0.0,0.0
3226,dem3227,0.0,0.0
3227,dem3228,0.0,0.0
3228,dem3229,0.0,0.0
3229,dem3230,0.0,0.0
3230,dem3231,0.0,0.0
3231,dem3232,0.0,0.0
3232,dem3233,0.0,0.0
3233,dem3234,0.0,0.0
3234,dem3235,0.0,0.0
3235,dem3236,0.0,0.0
3236,dem3237,0.0,0.0
3237,dem3238,0.0,0.0
3238,dem3239,0.0,0.0
3239,dem3240,0.0,0.0
3240,dem3241,0.0,0.0
3241,dem3242,0.0,0.0
3242,dem3243,0.0,0.0
3243,dem3244,0.0,0.0
3244,dem3245,0.0,0.0
3245,dem3246,0.0,0.0
3246,dem3247,0.0,0.0
3247,dem3248,0.0,0.0
3248,dem3249,0.0,0.0
3249,dem3250,0.0,0.0
3250,dem3251,0.0,0.0
3251,dem3252,0.0,0.0
3252,dem3253,0.0,0.0
3253,dem3254,0.0,0.0
3254,dem3255,0.0,0.0
3255,dem3256,0.0,0.0
3256,dem3257,0.0,0.0
3257,dem3258,0.0,0.0
3258,dem3259,0.0,0.0
3259,dem3260,0.0,0.0
3260,dem3261,0.0,0.0
3261,dem3262,0.0,0.0
3262,dem3263,0.0,0.0
3263,dem3264,0.0,0.0
3264,dem3265,0.0,0.0
3265,dem3266,0.0,0.0
3266,dem3267,0.0,0.0
3267,dem3268,0.0,0.0
3268,dem3269,0.0,0.0
3269,dem3270,0.0,0.0
3270,dem3271,0.0,0.0
3271,dem3272,0.0,0.0
3272,dem3273,0.0,0.0
3273,dem3274,0.0,0.0
3274,dem3275,0.0,0.0
3275,dem3276,0.0,0.0
3276,dem3277,0.0,0.0
3277,dem3278,0.0,0.0
3278,dem3279,0.0,0.0
3279,dem3280,0.0,0.0
3280,dem3281,0.0,0.0
3281,dem3282,0.0,0.0
3282,dem3283,0.0,0.0
3283,dem3284,0.0,0.0
3284,dem3285,0.0,0.0
3285,dem3286,0.0,0.0
3286,dem3287,0.0,0.0
3287,dem3288,0.0,0.0
3288,dem3289,0.0,0.0
3289,dem3290,0.0,0.0
3290,dem3291,0.0,0.0
3291,dem3292,0.0,0.0
3292,dem3293,0.0,0.0
3293,dem3294,0.0,0.0
3294,dem3295,0.0,0.0
3295,dem3296,0.0,0.0
3296,dem3297,0.0,0.0
3297,dem3298,0.0,0.0
3298,dem3299,0.0,0.0
3299,dem3300,0.0,0.0
3300,dem3301,0.0,0.0
3301,dem3302,0.0,0.0
3302,dem3303,0.0,0.0
3303,dem3304,0.0,0.0
3304,dem3305,0.0,0.0
3305,dem3306,0.0,0.0
3306,dem3307,0.0,0.0
3307,dem3308,0.0,0.0
3308,dem3309,0.0,0.0
3309,dem3310,0.0,0.0
3310,dem3311,0.0,0.0
3311,dem3312,0.0,0.0
3312,dem3313,0.0,0.0
3313,dem3314,0.0,0.0
3314,dem3315,0.0,0.0
3315,dem3316,0.0,0.0
3316,dem3317,0.0,0.0
3317,dem3318,0.0,0.0
3318,dem3319,0.0,0.0
3319,dem3320,0.0,0.0
3320,dem3321,0.0,0.0
3321,dem3322,0.0,0.0
3322,dem3323,0.0,0.0
3323,dem3324,0.0,0.0
3324,dem3325,0.0,0.0
3325,dem3326,0.0,0.0
3326,dem3327,0.0,0.0
3327,dem3328,0.0,0.0
3328,dem3329,0.0,0.0
3329,dem3330,0.0,0.0
3330,dem3331,0.0,0.0
3331,dem3332,0.0,0.0
3332,dem3333,0.0,0.0
3333,dem3334,0.0,0.0
3334,dem3335,0.0,0.0
3335,dem3336,0.0,0.0
3336,dem3337,0.0,0.0
3337,dem3338,0.0,0.0
3338,dem3339,0.0,0.0
3339,dem3340,0.0,0.0
3340,dem3341,0.0,0.0
3341,dem3342,0.0,0.0
3342,dem3343,0.0,0.0
3343,dem3344,0.0,0.0
3344,dem3345,0.0,0.0
3345,dem3346,0.0,0.0
3346,dem3347,0.0,0.0
3347,dem3348,0.0,0.0
3348,dem3349,0.0,0.0
3349,dem3350,0.0,0.0
3350,dem3351,0.0,0.0
3351,dem3352,0.0,0.0
3352,dem3353,0.0,0.0
3353,dem3354,0.0,0.0
3354,dem3355,0.0,0.0
3355,dem3356,0.0,0.0
3356,dem3357,0.0,0.0
3357,dem3358,0.0,0.0
3358,dem3359,0.0,0.0
3359,dem3360,0.0,0.0
3360,dem3361,0.0,0.0
3361,dem3362,0.0,0.0
3362,dem3363,0.0,0.0
3363,dem3364,0.0,0.0
3364,dem3365,0.0,0.0
3365,dem3366,0.0,0.0
3366,dem3367,0.0,0.0
3367,dem3368,0.0,0.0
3368,dem3369,0.0,0.0
3369,dem3370,0.0,0.0
3370,dem3371,0.0,0.0
3371,dem3372,0.0,0.0
3372,dem3373,0.0,0.0
3373,dem3374,0.0,0.0
3374,dem3375,0.0,0.0
3375,dem3376,0.0,0.0
3376,dem3377,0.0,0.0
3377,dem3378,0.0,0.0
3378,dem3379,0.0,0.0
3379,dem3380,0.0,0.0
3380,dem3381,0.0,0.0
3381,dem3382,0.0,0.0
3382,dem3383,0.0,0.0
3383,dem3384,0.0,0.0
3384,dem3385,0.0,0.0
3385,dem3386,0.0,0.0
3386,dem3387,0.0,0.0
3387,dem3388,0.0,0.0
3388,dem3389,0.0,0.0
3389,dem3390,0.0,0.0
3390,dem3391,0.0,0.0
3391,dem3392,0.0,0.0
3392,dem3393,0.0,0.0
3393,dem3394,0.0,0.0
3394,dem3395,0.0,0.0
3395,dem3396,0.0,0.0
3396,dem3397,0.0,0.0
3397,dem3398,0.0,0.0
3398,dem3399,0.0,0.0
3399,dem3400,0.0,0.0
3400,dem3401,0.0,0.0
3401,dem3402,0.0,0.0
3402,dem3403,0.0,0.0
3403,dem3404,0.0,0.0
3404,dem3405,0.0,0.0
3405,dem3406,0.0,0.0
3406,dem3407,0.0,0.0
3407,dem3408,0.0,0.0
3408,dem3409,0.0,0.0
3409,dem3410,0.0,0.0
3410,dem3411,0.0,0.0
3411,dem3412,0.0,0.0
3412,dem3413,0.0,0.0
3413,dem3414,0.0,0.0
3414,dem3415,0.0,0.0
3415,dem3416,0.0,0.0
3416,dem3417,0.0,0.0
3417,dem3418,0.0,0.0
3418,dem3419,0.0,0.0
3419,dem3420,0.0,0.0
3420,dem3421,0.0,0.0
3421,dem3422,0.0,0.0
3422,dem3423,0.0,0.0
3423,dem3424,0.0,0.0
3424,dem3425,0.0,0.0
3425,dem3426,0.0,0.0
3426,dem3427,0.0,0.0
3427,dem3428,0.0,0.0
3428,dem3429,0.0,0.0
3429,dem3430,0.0,0.0
3430,dem3431,0.0,0.0
3431,dem3432,0.0,0.0
3432,dem3433,0.0,0.0
3433,dem3434,0.0,0.0
3434,dem3435,0.0,0.0
3435,dem3436,0.0,0.0
3436,dem3437,0.0,0.0
3437,dem3438,0.0,0.0
3438,dem3439,0.0,0.0
3439,dem3440,0.0,0.0
3440,dem3441,0.0,0.0
3441,dem3442,0.0,0.0
3442,dem3443,0.0,0.0
3443,dem3444,0.0,0.0
3444,dem3445,0.0,0.0
3445,dem3446,0.0,0.0
3446,dem3447,0.0,0.0
3447,dem3448,0.0,0.0
3448,dem3449,0.0,0.0
3449,dem3450,0.0,0.0
3450,dem3451,0.0,0.0
3451,dem3452,0.0,0.0
3452,dem3453,0.0,0.0
3453,dem3454,0.0,0.0
3454,dem3455,0.0,0.0
3455,dem3456,0.0,0.0
3456,dem3457,0.0,0.0
3457,dem3458,0.0,0.0
3458,dem3459,0.0,0.0
3459,dem3460,0.0,0.0
3460,dem3461,0.0,0.0
3461,dem3462,0.0,0.0
3462,dem3463,0.0,0.0
3463,dem3464,0.0,0.0
3464,dem3465,0.0,0.0
3465,dem3466,0.0,0.0
3466,dem3467,0.0,0.0
3467,dem3468,0.0,0.0
3468,dem3469,0.0,0.0
3469,dem3470,0.0,0.0
3470,dem3471,0.0,0.0
3471,dem3472,0.0,0.0
3472,dem3473,0.0,0.0
3473,dem3474,0.0,0.0
3474,dem3475,0.0,0.0
3475,dem3476,0.0,0.0
3476,dem3477,0.0,0.0
3477,dem3478,0.0,0.0
3478,dem3479,0.0,0.0
3479,dem3480,0.0,0.0
3480,dem3481,0.0,0.0
3481,dem3482,0.0,0.0
3482,dem3483,0.0,0.0
3483,dem3484,0.0,0.0
3484,dem3485,0.0,0.0
3485,dem3486,0.0,0.0
3486,dem3487,0.0,0.0
3487,dem3488,0.0,0.0
3488,dem3489,0.0,0.0
3489,dem3490,0.0,0.0
3490,dem3491,0.0,0.0
3491,dem3492,0.0,0.0
3492,dem3493,0.0,0.0
3493,dem3494,0.0,0.0
3494,dem3495,0.0,0.0
3495,dem3496,0.0,0.0
3496,dem3497,0.0,0.0
3497,dem3498,0.0,0.0
3498,dem3499,0.0,0.0
3499,dem3500,0.0,0.0
3500,dem3501,0.0,0.0
3501,dem3502,0.0,0.0
3502,dem3503,0.0,0.0
3503,dem3504,0.0,0.0
3504,dem3505,0.0,0.0
3505,dem3506,0.0,0.0
3506,dem3507,0.0,0.0
3507,dem3508,0.0,0.0
3508,dem3509,0.0,0.0
3509,dem3510,0.0,0.0
3510,dem3511,0.0,0.0
3511,dem3512,0.0,0.0
3512,dem3513,0.0,0.0
3513,dem3514,0.0,0.0
3514,dem3515,0.0,0.0
3515,dem3516,0.0,0.0
3516,dem3517,0.0,0.0
