,idMin,recurso,cantidad,unidades
587,min588,ARCILLAS CAOLINITICA,9936.0,TONELADAS
588,min589,ARCILLAS CERAMICAS,74034.0,TONELADAS
589,min590,ARCILLAS CERAMICAS,60480.0,TONELADAS
590,min591,ARCILLAS CERAMICAS,87588.0,TONELADAS
591,min592,ORO,146301.0,GRAMOS
592,min593,ARCILLAS CERAMICAS,53382.0,TONELADAS
593,min594,ORO,1065357.0,GRAMOS
594,min595,ORO,272637.0,GRAMOS
595,min596,ORO,2406938.0,GRAMOS
596,min597,ORO,382434.0,GRAMOS
597,min598,ORO,210085.0,GRAMOS
598,min599,ORO,138881.0,GRAMOS
599,min600,ORO,94457.0,GRAMOS
600,min601,ORO,53008.0,GRAMOS
601,min602,ORO,56837.0,GRAMOS
602,min603,ORO,54694.0,GRAMOS
603,min604,GRAVAS DE RIO,37656.0,METROS CUBICOS
604,min605,CARBON,12965.0,TONELADAS
605,min606,CARBON,11290.0,TONELADAS
606,min607,CARBON,10580.0,TONELADAS
607,min608,CARBON,24558.0,TONELADAS
608,min609,CARBON,13009.0,TONELADAS
609,min610,CARBON,0.0,TONELADAS
610,min611,ORO,1246.0,GRAMOS
611,min612,ORO,1641.0,GRAMOS
612,min613,ORO,112.0,GRAMOS
613,min614,ORO,1986.0,GRAMOS
614,min615,ORO,15640.0,GRAMOS
615,min616,ORO,17530.0,GRAMOS
616,min617,ORO,16900.0,GRAMOS
617,min618,ORO,13830.0,GRAMOS
618,min619,ORO,33363.0,GRAMOS
619,min620,ORO,31631.0,GRAMOS
620,min621,ORO,1729.0,GRAMOS
621,min622,ORO,20888.0,GRAMOS
622,min623,ORO,9263.0,GRAMOS
623,min624,ORO,17558.0,GRAMOS
624,min625,TALCO,225.0,TONELADAS
625,min626,GRAVAS,11913.0,METROS CUBICOS
626,min627,GRAVAS,15900.0,METROS CUBICOS
627,min628,GRAVAS,5550.0,METROS CUBICOS
628,min629,GRAVAS,14550.0,METROS CUBICOS
629,min630,ORO,7018.0,GRAMOS
630,min631,ORO,15138.0,GRAMOS
631,min632,ORO,11748.0,GRAMOS
632,min633,TALCO,621.0,TONELADAS
633,min634,ORO,21177.0,GRAMOS
634,min635,ORO,7313.0,GRAMOS
635,min636,ORO,25820.0,GRAMOS
636,min637,ORO,25959.0,GRAMOS
637,min638,ORO,16887.0,GRAMOS
638,min639,ORO,33226.0,GRAMOS
639,min640,ORO,12531.0,GRAMOS
640,min641,ORO,18749.0,GRAMOS
641,min642,ARENAS,21025.0,METROS CUBICOS
642,min643,ARENAS,18348.0,METROS CUBICOS
643,min644,ARENAS,7927.0,METROS CUBICOS
644,min645,ARENAS,16324.0,METROS CUBICOS
645,min646,ARENAS,2892.0,METROS CUBICOS
646,min647,ARENA DE RIO,9359.0,METROS CUBICOS
647,min648,ARENAS,2829.0,METROS CUBICOS
648,min649,ARENA DE RIO,7041.0,METROS CUBICOS
649,min650,PLATA,2666021.0,GRAMOS
650,min651,PLATA,1460179.0,GRAMOS
651,min652,PLATA,2227429.0,GRAMOS
652,min653,ORO,3910902.0,GRAMOS
653,min654,ORO,3345536.0,GRAMOS
654,min655,ORO,1900148.0,GRAMOS
655,min656,ORO,1779610.0,GRAMOS
656,min657,ORO,1427864.0,GRAMOS
657,min658,ORO,1312371.0,GRAMOS
658,min659,PLATA,676467.0,GRAMOS
659,min660,CALIZAS,119897.0,TONELADAS
660,min661,CALIZAS,62843.0,TONELADAS
661,min662,ARENA DE CANTERA,46446.0,METROS CUBICOS
662,min663,CALIZAS,185299.0,TONELADAS
663,min664,ARENA DE CANTERA,38144.0,METROS CUBICOS
664,min665,RECEBO,68419.0,METROS CUBICOS
665,min666,RECEBO,84689.0,METROS CUBICOS
666,min667,ARCILLAS MISCELANEAS,35537.0,TONELADAS
667,min668,ARCILLAS MISCELANEAS,14057.0,TONELADAS
668,min669,RECEBO,40737.0,METROS CUBICOS
669,min670,RECEBO,109827.0,METROS CUBICOS
670,min671,RECEBO,100603.0,METROS CUBICOS
671,min672,RECEBO,26967.0,METROS CUBICOS
672,min673,RECEBO,46320.0,METROS CUBICOS
673,min674,ARENAS,252.0,METROS CUBICOS
674,min675,ARENAS,644.0,METROS CUBICOS
675,min676,ARENA DE CANTERA,500.0,METROS CUBICOS
676,min677,ARENA DE CANTERA,500.0,METROS CUBICOS
677,min678,ARENA DE CANTERA,375.0,METROS CUBICOS
678,min679,RECEBO,2200.0,METROS CUBICOS
679,min680,RECEBO,16643.0,METROS CUBICOS
680,min681,GRAVAS,53031.0,METROS CUBICOS
681,min682,GRAVAS,100050.0,METROS CUBICOS
682,min683,CALIZAS,245320.0,TONELADAS
683,min684,CALIZAS,338280.0,TONELADAS
684,min685,GRAVAS,212408.0,METROS CUBICOS
685,min686,GRAVAS,78861.0,METROS CUBICOS
686,min687,GRAVAS,147871.0,METROS CUBICOS
687,min688,GRAVAS,102252.0,METROS CUBICOS
688,min689,CALIZAS,538076.0,TONELADAS
689,min690,CALIZAS,319406.0,TONELADAS
690,min691,CALIZAS,576832.0,TONELADAS
691,min692,CALIZAS,454114.0,TONELADAS
692,min693,ARENAS,87767.0,METROS CUBICOS
693,min694,ARENAS,16009.0,METROS CUBICOS
694,min695,GRAVAS,8379.0,METROS CUBICOS
695,min696,ARENAS,43749.0,METROS CUBICOS
696,min697,RECEBO,1100.0,METROS CUBICOS
697,min698,RECEBO,10080.0,METROS CUBICOS
698,min699,RECEBO,22909.0,METROS CUBICOS
699,min700,RECEBO,12600.0,METROS CUBICOS
700,min701,ARENAS,385.0,METROS CUBICOS
701,min702,ARENAS,575.0,METROS CUBICOS
702,min703,ARENAS,700.0,METROS CUBICOS
703,min704,ARENA DE CANTERA,380.0,METROS CUBICOS
704,min705,CALIZAS,70625.0,TONELADAS
705,min706,CALIZAS,188496.0,TONELADAS
706,min707,CALIZAS,389163.0,TONELADAS
707,min708,CALIZAS,280136.0,TONELADAS
708,min709,CALIZAS,39848.0,TONELADAS
709,min710,CALIZAS,86240.0,TONELADAS
710,min711,CALIZAS,459709.0,TONELADAS
711,min712,CALIZAS,127957.0,TONELADAS
712,min713,CALIZAS,385519.0,TONELADAS
713,min714,CALIZAS,116080.0,TONELADAS
714,min715,ARENAS,21147.0,METROS CUBICOS
715,min716,ARENA DE CANTERA,158545.0,METROS CUBICOS
716,min717,ARENAS,355551.0,METROS CUBICOS
717,min718,ARENAS,299748.0,METROS CUBICOS
718,min719,ARENAS,203528.0,METROS CUBICOS
719,min720,ARENAS,74940.0,METROS CUBICOS
720,min721,ARENAS,36174.0,METROS CUBICOS
721,min722,ARENAS,280403.0,METROS CUBICOS
722,min723,ARENA DE CANTERA,160060.0,METROS CUBICOS
723,min724,ARENA DE CANTERA,380231.0,METROS CUBICOS
724,min725,ARENAS,39501.0,METROS CUBICOS
725,min726,ARENAS,18511.0,METROS CUBICOS
726,min727,ARENA DE CANTERA,10561.0,METROS CUBICOS
727,min728,ARENA DE CANTERA,15600.0,METROS CUBICOS
728,min729,ARENAS,30801.0,METROS CUBICOS
729,min730,ARENAS,19351.0,METROS CUBICOS
730,min731,ARENAS,18340.0,METROS CUBICOS
731,min732,ARENA DE CANTERA,52865.0,METROS CUBICOS
732,min733,ARENA DE CANTERA,1850.0,METROS CUBICOS
733,min734,ARENA DE CANTERA,14640.0,METROS CUBICOS
734,min735,RECEBO,107606.0,METROS CUBICOS
735,min736,GRAVA DE CANTERA,76989.0,METROS CUBICOS
736,min737,RECEBO,288086.0,METROS CUBICOS
737,min738,RECEBO,326065.0,METROS CUBICOS
738,min739,RECEBO,52144.0,METROS CUBICOS
739,min740,RECEBO,98844.0,METROS CUBICOS
740,min741,RECEBO,27125.0,METROS CUBICOS
741,min742,RECEBO,4470.0,METROS CUBICOS
742,min743,RECEBO,70685.0,METROS CUBICOS
743,min744,RECEBO,2000.0,METROS CUBICOS
744,min745,ARENAS,223753.0,METROS CUBICOS
745,min746,ARENAS,246838.0,METROS CUBICOS
746,min747,ARENAS,190195.0,METROS CUBICOS
747,min748,ARENAS,132698.0,METROS CUBICOS
748,min749,ARENAS,48411.0,METROS CUBICOS
749,min750,ARENA DE CANTERA,125500.0,METROS CUBICOS
750,min751,ARENAS,202270.0,METROS CUBICOS
751,min752,ARENAS,241124.0,METROS CUBICOS
752,min753,ARENAS,311671.0,METROS CUBICOS
753,min754,ARCILLAS CERAMICAS,43232.0,TONELADAS
754,min755,ARCILLAS CERAMICAS,37836.0,TONELADAS
755,min756,ARCILLAS CERAMICAS,57860.0,TONELADAS
756,min757,RECEBO,62096.0,METROS CUBICOS
757,min758,RECEBO,57203.0,METROS CUBICOS
758,min759,ARCILLAS MISCELANEAS,18056.0,TONELADAS
759,min760,ARCILLAS CERAMICAS,19831.0,TONELADAS
760,min761,ARCILLAS CERAMICAS,30778.0,TONELADAS
761,min762,ARCILLAS CERAMICAS,81352.0,TONELADAS
762,min763,ARCILLAS CERAMICAS,17134.0,TONELADAS
763,min764,ESMERALDAS SEMIPRECIOSA,11684673.0,QUILATES
764,min765,ESMERALDAS SEMIPRECIOSA,2788997.0,QUILATES
765,min766,ARCILLAS CERAMICAS,687288.0,TONELADAS
766,min767,ESMERALDAS SEMIPRECIOSA,6833504.0,QUILATES
767,min768,ESMERALDAS SEMIPRECIOSA,7533769.0,QUILATES
768,min769,RECEBO,496467.0,METROS CUBICOS
769,min770,ARCILLAS CERAMICAS,763651.0,TONELADAS
770,min771,ESMERALDAS SEMIPRECIOSA,7409418.0,QUILATES
771,min772,ARCILLAS CERAMICAS,253677.0,TONELADAS
772,min773,ARCILLAS CERAMICAS,389686.0,TONELADAS
773,min774,GRAVA DE CANTERA,153897.0,METROS CUBICOS
774,min775,GRAVA DE CANTERA,526633.0,METROS CUBICOS
775,min776,GRAVAS,603433.0,METROS CUBICOS
776,min777,GRAVAS,662175.0,METROS CUBICOS
777,min778,GRAVAS,600456.0,METROS CUBICOS
778,min779,GRAVAS,685114.0,METROS CUBICOS
779,min780,GRAVAS,405804.0,METROS CUBICOS
780,min781,ARENAS,209206.0,METROS CUBICOS
781,min782,ARCILLAS BENTONITICA,103552.0,TONELADAS
782,min783,ARCILLAS MISCELANEAS,3900.0,TONELADAS
783,min784,ORO,46851.0,GRAMOS
784,min785,ORO,40234.0,GRAMOS
785,min786,ORO,20983.0,GRAMOS
786,min787,ORO,2384.0,GRAMOS
787,min788,ORO,28587.0,GRAMOS
788,min789,ORO,39961.0,GRAMOS
789,min790,ORO,612638.0,GRAMOS
790,min791,ORO,321146.0,GRAMOS
791,min792,ORO,50227.0,GRAMOS
792,min793,ORO,408956.0,GRAMOS
793,min794,ORO,75101.0,GRAMOS
794,min795,ORO,38725.0,GRAMOS
795,min796,ORO,56588.0,GRAMOS
796,min797,CALIZAS,148995.0,TONELADAS
797,min798,ARCILLAS MISCELANEAS,148904.0,TONELADAS
798,min799,ARCILLAS MISCELANEAS,174174.0,TONELADAS
799,min800,ARCILLA,101252.0,TONELADAS
800,min801,ARCILLA,328502.0,TONELADAS
801,min802,ARCILLAS FERRUGINOSAS,199297.0,TONELADAS
802,min803,ARCILLAS MISCELANEAS,95401.0,TONELADAS
803,min804,ARENAS SILICEAS,46259.0,METROS CUBICOS
804,min805,ORO,18747.0,GRAMOS
805,min806,ORO,253321.0,GRAMOS
806,min807,ORO,13139.0,GRAMOS
807,min808,ORO,72353.0,GRAMOS
808,min809,ORO,40234.0,GRAMOS
809,min810,ORO,23504.0,GRAMOS
810,min811,ORO,549.0,GRAMOS
811,min812,ORO,33311.0,GRAMOS
812,min813,ORO,1200.0,GRAMOS
813,min814,PLATA,33466.0,GRAMOS
814,min815,GRAVAS,240609.0,METROS CUBICOS
815,min816,GRAVAS,9337.0,METROS CUBICOS
816,min817,ORO,109029.0,GRAMOS
817,min818,ORO,0.0,GRAMOS
818,min819,ORO,5957.0,GRAMOS
819,min820,ORO,4025.0,GRAMOS
820,min821,ORO,8875.0,GRAMOS
821,min822,ORO,1043.0,GRAMOS
822,min823,GRAVAS,160715.0,METROS CUBICOS
823,min824,RECEBO,12590.0,METROS CUBICOS
824,min825,ARENAS,67355.0,METROS CUBICOS
825,min826,RECEBO,13850.0,METROS CUBICOS
826,min827,ARENAS,117273.0,METROS CUBICOS
827,min828,ARENAS,20681.0,METROS CUBICOS
828,min829,RECEBO,24300.0,METROS CUBICOS
829,min830,RECEBO,21500.0,METROS CUBICOS
830,min831,RECEBO,40770.0,METROS CUBICOS
831,min832,ORO,8853.0,GRAMOS
832,min833,RECEBO,57808.0,METROS CUBICOS
833,min834,RECEBO,48535.0,METROS CUBICOS
834,min835,RECEBO,12703.0,METROS CUBICOS
835,min836,RECEBO,16631.0,METROS CUBICOS
836,min837,RECEBO,9858.0,METROS CUBICOS
837,min838,RECEBO,480.0,METROS CUBICOS
838,min839,GRAVAS,34735.0,METROS CUBICOS
839,min840,GRAVAS,1280.0,METROS CUBICOS
840,min841,ORO,203435.0,GRAMOS
841,min842,ORO,50946.0,GRAMOS
842,min843,ORO,30521.0,GRAMOS
843,min844,ORO,123343.0,GRAMOS
844,min845,ORO,260415.0,GRAMOS
845,min846,ORO,259233.0,GRAMOS
846,min847,ORO,290192.0,GRAMOS
847,min848,ORO,435157.0,GRAMOS
848,min849,ORO,129957.0,GRAMOS
849,min850,ORO,182922.0,GRAMOS
850,min851,ORO,1120936.0,GRAMOS
851,min852,ORO,658246.0,GRAMOS
852,min853,ORO,215337.0,GRAMOS
853,min854,ORO,32062.0,GRAMOS
854,min855,ORO,9538.0,GRAMOS
855,min856,ORO,24639.0,GRAMOS
856,min857,ORO,264767.0,GRAMOS
857,min858,ORO,10266.0,GRAMOS
858,min859,ORO,62800.0,GRAMOS
859,min860,ORO,14687.0,GRAMOS
860,min861,ORO,95064.0,GRAMOS
861,min862,ORO,275091.0,GRAMOS
862,min863,ORO,724169.0,GRAMOS
863,min864,ORO,1058127.0,GRAMOS
864,min865,ORO,888671.0,GRAMOS
865,min866,PLATA,138807.0,GRAMOS
866,min867,ORO,589333.0,GRAMOS
867,min868,PLATA,506581.0,GRAMOS
868,min869,ORO,165093.0,GRAMOS
869,min870,ORO,147.0,GRAMOS
870,min871,ORO,222376.0,GRAMOS
871,min872,ORO,325424.0,GRAMOS
872,min873,ORO,71072.0,GRAMOS
873,min874,ORO,313.0,GRAMOS
874,min875,ORO,119572.0,GRAMOS
875,min876,ORO,8636.0,GRAMOS
876,min877,ORO,41227.0,GRAMOS
877,min878,ORO,2131.0,GRAMOS
878,min879,ORO,56098.0,GRAMOS
879,min880,GRAVAS,150.0,METROS CUBICOS
880,min881,ORO,111351.0,GRAMOS
881,min882,ORO,79679.0,GRAMOS
882,min883,ORO,30456.0,GRAMOS
883,min884,ORO,113023.0,GRAMOS
884,min885,CALIZAS,36420.0,TONELADAS
885,min886,CALIZAS,107835.0,TONELADAS
886,min887,CALIZAS,213844.0,TONELADAS
887,min888,CALIZAS,261859.0,TONELADAS
888,min889,CALIZAS,5000.0,TONELADAS
889,min890,CALIZAS,31005.0,TONELADAS
890,min891,CALIZAS,15073.0,TONELADAS
891,min892,ARCILLAS FERRUGINOSAS,4000.0,TONELADAS
892,min893,CALIZAS,13789.0,TONELADAS
893,min894,RECEBO,25400.0,METROS CUBICOS
894,min895,PLATA,246326.0,GRAMOS
895,min896,PLATA,2926030.0,GRAMOS
896,min897,ORO,4750.0,GRAMOS
897,min898,ORO,136043.0,GRAMOS
898,min899,PLATA,408217.0,GRAMOS
899,min900,PLATA,1594303.0,GRAMOS
900,min901,ORO,13410.0,GRAMOS
901,min902,PLATA,1239666.0,GRAMOS
902,min903,PLATA,1002404.0,GRAMOS
903,min904,ORO,284.0,GRAMOS
904,min905,ORO,110617.0,GRAMOS
905,min906,ORO,371537.0,GRAMOS
906,min907,ORO,142231.0,GRAMOS
907,min908,GRAVAS,6100.0,METROS CUBICOS
908,min909,SAL,23796.0,TONELADAS
909,min910,SAL,5116.0,TONELADAS
910,min911,SAL,18001.0,TONELADAS
911,min912,SAL,24408.0,TONELADAS
912,min913,SAL,19494.0,TONELADAS
913,min914,GRAVAS,6520.0,METROS CUBICOS
914,min915,GRAVAS,1020.0,METROS CUBICOS
915,min916,ORO,679.0,GRAMOS
916,min917,GRAVAS,200.0,METROS CUBICOS
917,min918,GRAVAS,600.0,METROS CUBICOS
918,min919,GRAVAS,2320.0,METROS CUBICOS
919,min920,GRAVAS,1365.0,METROS CUBICOS
920,min921,GRAVAS,220.0,METROS CUBICOS
921,min922,ORO,1416111.0,GRAMOS
922,min923,ORO,1137916.0,GRAMOS
923,min924,ORO,1028937.0,GRAMOS
924,min925,ORO,272761.0,GRAMOS
925,min926,ORO,66520.0,GRAMOS
926,min927,ORO,6168.0,GRAMOS
927,min928,ORO,71401.0,GRAMOS
928,min929,ORO,36460.0,GRAMOS
929,min930,ORO,121632.0,GRAMOS
930,min931,PLATA,47961.0,GRAMOS
931,min932,ORO,571366.0,GRAMOS
932,min933,ORO,509499.0,GRAMOS
933,min934,ORO,755210.0,GRAMOS
934,min935,ORO,2676065.0,GRAMOS
935,min936,ORO,2334205.0,GRAMOS
936,min937,ORO,1541986.0,GRAMOS
937,min938,ORO,986051.0,GRAMOS
938,min939,ORO,763753.0,GRAMOS
939,min940,ORO,224276.0,GRAMOS
940,min941,ORO,49623.0,GRAMOS
941,min942,ORO,64.0,GRAMOS
942,min943,RECEBO,252162.0,METROS CUBICOS
943,min944,ORO,209717.0,GRAMOS
944,min945,ORO,358871.0,GRAMOS
945,min946,ORO,253449.0,GRAMOS
946,min947,ORO,309703.0,GRAMOS
947,min948,ORO,242559.0,GRAMOS
948,min949,ORO,380257.0,GRAMOS
949,min950,ORO,432917.0,GRAMOS
950,min951,ORO,40101.0,GRAMOS
951,min952,ORO,11787.0,GRAMOS
952,min953,ORO,277769.0,GRAMOS
953,min954,CALIZAS,3232031.0,TONELADAS
954,min955,CALIZAS,3051813.0,TONELADAS
955,min956,CALIZAS,3623708.0,TONELADAS
956,min957,CALIZAS,2996811.0,TONELADAS
957,min958,CALIZAS,3017204.0,TONELADAS
958,min959,CALIZAS,3152104.0,TONELADAS
959,min960,CALIZAS,3400541.0,TONELADAS
960,min961,CALIZAS,3058819.0,TONELADAS
961,min962,CALIZAS,1893294.0,TONELADAS
962,min963,CALIZAS,3195744.0,TONELADAS
963,min964,RECEBO,35000.0,METROS CUBICOS
964,min965,CALIZAS,23950.0,TONELADAS
965,min966,CALIZAS,71600.0,TONELADAS
966,min967,CALIZAS,20000.0,TONELADAS
967,min968,RECEBO,45800.0,METROS CUBICOS
968,min969,CALIZAS,15000.0,TONELADAS
969,min970,CALIZAS,8000.0,TONELADAS
970,min971,RECEBO,21328.0,METROS CUBICOS
971,min972,RECEBO,25969.0,METROS CUBICOS
972,min973,GRAVA DE CANTERA,7500.0,METROS CUBICOS
973,min974,GRAVA DE CANTERA,27493.0,METROS CUBICOS
974,min975,ARENAS,43619.0,METROS CUBICOS
975,min976,CARBON,18656.0,TONELADAS
976,min977,CARBON,14612.0,TONELADAS
977,min978,ARENAS,17075.0,METROS CUBICOS
978,min979,CARBON,30973.0,TONELADAS
979,min980,ARCILLAS MISCELANEAS,26217.0,TONELADAS
980,min981,ARENAS,2475.0,METROS CUBICOS
981,min982,ARENA DE CANTERA,18740.0,METROS CUBICOS
982,min983,ARENA DE CANTERA,9706.0,METROS CUBICOS
983,min984,ARENAS,12798.0,METROS CUBICOS
984,min985,CARBON,1002.0,TONELADAS
985,min986,RECEBO,900.0,METROS CUBICOS
986,min987,RECEBO,120.0,METROS CUBICOS
987,min988,ARCILLAS CERAMICAS,24343.0,TONELADAS
988,min989,ARCILLAS CERAMICAS,42369.0,TONELADAS
989,min990,ARCILLAS CERAMICAS,46172.0,TONELADAS
990,min991,ARCILLAS CERAMICAS,46761.0,TONELADAS
991,min992,ARCILLAS CERAMICAS,62700.0,TONELADAS
992,min993,ARCILLAS CERAMICAS,30019.0,TONELADAS
993,min994,ARCILLAS CERAMICAS,13545.0,TONELADAS
994,min995,ARCILLAS CERAMICAS,6876.0,TONELADAS
995,min996,ARCILLAS CERAMICAS,40973.0,TONELADAS
996,min997,ARCILLAS MISCELANEAS,12499.0,TONELADAS
997,min998,CALIZAS,1200.0,TONELADAS
998,min999,CALIZAS,900.0,TONELADAS
999,min1000,CALIZAS,1800.0,TONELADAS
1000,min1001,ARENAS,322.0,METROS CUBICOS
1001,min1002,ARENAS,840.0,METROS CUBICOS
1002,min1003,ARENAS,400.0,METROS CUBICOS
1003,min1004,ARENAS,750.0,METROS CUBICOS
1004,min1005,ARENAS,180.0,METROS CUBICOS
1005,min1006,ARENAS,2160.0,METROS CUBICOS
1006,min1007,ARENAS,878.0,METROS CUBICOS
1007,min1008,RECEBO,16716.0,METROS CUBICOS
1008,min1009,CARBON,16640.0,TONELADAS
1009,min1010,CARBON,14506.0,TONELADAS
1010,min1011,CARBON,6757.0,TONELADAS
1011,min1012,CARBON,8219.0,TONELADAS
1012,min1013,CARBON,11632.0,TONELADAS
1013,min1014,CARBON,24680.0,TONELADAS
1014,min1015,CARBON,29660.0,TONELADAS
1015,min1016,CARBON,16558.0,TONELADAS
1016,min1017,CARBON,15557.0,TONELADAS
1017,min1018,CARBON,1453.0,TONELADAS
1018,min1019,CARBON,2195.0,TONELADAS
1019,min1020,CARBON,7793.0,TONELADAS
1020,min1021,GRAVAS DE RIO,6953.0,METROS CUBICOS
1021,min1022,CARBON,14434.0,TONELADAS
1022,min1023,CARBON,22296.0,TONELADAS
1023,min1024,CARBON,52865.0,TONELADAS
1024,min1025,CARBON,6132.0,TONELADAS
1025,min1026,CARBON,26411.0,TONELADAS
1026,min1027,CARBON,2548.0,TONELADAS
1027,min1028,GRAVAS DE RIO,16122.0,METROS CUBICOS
1028,min1029,RECEBO,1680.0,METROS CUBICOS
1029,min1030,CARBON,135.0,TONELADAS
1030,min1031,CARBON,2463.0,TONELADAS
1031,min1032,RECEBO,3564.0,METROS CUBICOS
1032,min1033,RECEBO,2028.0,METROS CUBICOS
1033,min1034,RECEBO,1800.0,METROS CUBICOS
1034,min1035,RECEBO,2780.0,METROS CUBICOS
1035,min1036,RECEBO,830.0,METROS CUBICOS
1036,min1037,RECEBO,660.0,METROS CUBICOS
1037,min1038,RECEBO,934.0,METROS CUBICOS
1038,min1039,CARBON,170.0,TONELADAS
1039,min1040,CARBON,281.0,TONELADAS
1040,min1041,CARBON,0.0,TONELADAS
1041,min1042,CALIZAS,63728.0,TONELADAS
1042,min1043,CALIZAS,0.0,TONELADAS
1043,min1044,CALIZAS,0.0,TONELADAS
1044,min1045,CALIZAS,0.0,TONELADAS
1045,min1046,CALIZAS,0.0,TONELADAS
1046,min1047,CALIZAS,0.0,TONELADAS
1047,min1048,CALIZAS,0.0,TONELADAS
1048,min1049,CALIZAS,438.0,TONELADAS
1049,min1050,CALIZAS,0.0,TONELADAS
1050,min1051,RECEBO,18000.0,METROS CUBICOS
1051,min1052,RECEBO,11200.0,METROS CUBICOS
1052,min1053,CARBON,30.0,TONELADAS
1053,min1054,ESMERALDAS TALLADAS,1092.0,QUILATES
1054,min1055,CARBON,457.0,TONELADAS
1055,min1056,CARBON,1104.0,TONELADAS
1056,min1057,CARBON,1674.0,TONELADAS
1057,min1058,CARBON,3307.0,TONELADAS
1058,min1059,CARBON,67676.0,TONELADAS
1059,min1060,CARBON,131826.0,TONELADAS
1060,min1061,CARBON,14089.0,TONELADAS
1061,min1062,CARBON,7963.0,TONELADAS
1062,min1063,CARBON,21222.0,TONELADAS
1063,min1064,CARBON,12264.0,TONELADAS
1064,min1065,CARBON,543.0,TONELADAS
1065,min1066,CARBON,1563.0,TONELADAS
1066,min1067,CARBON,980.0,TONELADAS
1067,min1068,CARBON,6442.0,TONELADAS
1068,min1069,CALIZAS,10888.0,TONELADAS
1069,min1070,CALIZAS,5879.0,TONELADAS
1070,min1071,CALIZAS,2750.0,TONELADAS
1071,min1072,CALIZAS,120366.0,TONELADAS
1072,min1073,CALIZAS,1644.0,TONELADAS
1073,min1074,CALIZAS,8636.0,TONELADAS
1074,min1075,CALIZAS,7015.0,TONELADAS
1075,min1076,CALIZAS,5913.0,TONELADAS
1076,min1077,CALIZAS,3575.0,TONELADAS
1077,min1078,GRAVA DE CANTERA,1280.0,METROS CUBICOS
1078,min1079,CARBON,18181.0,TONELADAS
1079,min1080,CARBON,7184.0,TONELADAS
1080,min1081,CARBON,7072.0,TONELADAS
1081,min1082,CARBON,14835.0,TONELADAS
1082,min1083,CARBON,4771.0,TONELADAS
1083,min1084,CARBON,18856.0,TONELADAS
1084,min1085,CARBON,16317.0,TONELADAS
1085,min1086,CARBON,7580.0,TONELADAS
1086,min1087,CARBON,9773.0,TONELADAS
1087,min1088,CARBON,6406.0,TONELADAS
1088,min1089,CARBON,0.0,TONELADAS
1089,min1090,CARBON,0.0,TONELADAS
1090,min1091,RECEBO,3735.0,METROS CUBICOS
1091,min1092,RECEBO,10270.0,METROS CUBICOS
1092,min1093,RECEBO,21619.0,METROS CUBICOS
1093,min1094,RECEBO,15488.0,METROS CUBICOS
1094,min1095,RECEBO,16560.0,METROS CUBICOS
1095,min1096,RECEBO,13375.0,METROS CUBICOS
1096,min1097,RECEBO,47010.0,METROS CUBICOS
1097,min1098,RECEBO,57998.0,METROS CUBICOS
1098,min1099,RECEBO,23549.0,METROS CUBICOS
1099,min1100,RECEBO,6622.0,METROS CUBICOS
1100,min1101,CALIZAS,306085.0,TONELADAS
1101,min1102,CALIZAS,182420.0,TONELADAS
1102,min1103,CARBON,62239.0,TONELADAS
1103,min1104,CALIZAS,1223602.0,TONELADAS
1104,min1105,CALIZAS,230197.0,TONELADAS
1105,min1106,CALIZAS,336055.0,TONELADAS
1106,min1107,CALIZAS,218381.0,TONELADAS
1107,min1108,CALIZAS,208392.0,TONELADAS
1108,min1109,CALIZAS,124069.0,TONELADAS
1109,min1110,CALIZAS,50796.0,TONELADAS
1110,min1111,GRAVAS DE RIO,20.0,METROS CUBICOS
1111,min1112,ARENAS,45.0,METROS CUBICOS
1112,min1113,GRAVAS DE RIO,25.0,METROS CUBICOS
1113,min1114,GRAVAS,3321.0,METROS CUBICOS
1114,min1115,GRAVAS,7117.0,METROS CUBICOS
1115,min1116,GRAVAS,1600.0,METROS CUBICOS
1116,min1117,GRAVAS,820.0,METROS CUBICOS
1117,min1118,GRAVAS,440.0,METROS CUBICOS
1118,min1119,RECEBO,114009.0,METROS CUBICOS
1119,min1120,RECEBO,84757.0,METROS CUBICOS
1120,min1121,CARBON,24545.0,TONELADAS
1121,min1122,RECEBO,11276.0,METROS CUBICOS
1122,min1123,RECEBO,11421.0,METROS CUBICOS
1123,min1124,RECEBO,68170.0,METROS CUBICOS
1124,min1125,RECEBO,45725.0,METROS CUBICOS
1125,min1126,RECEBO,47482.0,METROS CUBICOS
1126,min1127,RECEBO,35499.0,METROS CUBICOS
1127,min1128,RECEBO,35599.0,METROS CUBICOS
1128,min1129,ROCA FOSFORICA,500.0,TONELADAS
1129,min1130,ROCA FOSFORICA,640.0,TONELADAS
1130,min1131,ROCA FOSFORICA,30.0,TONELADAS
1131,min1132,ROCA FOSFORICA,900.0,TONELADAS
1132,min1133,GRAVAS,150.0,METROS CUBICOS
1133,min1134,GRAVAS,50.0,METROS CUBICOS
1134,min1135,ESMERALDAS EN BRUTO,330.0,QUILATES
1135,min1136,ESMERALDAS EN BRUTO,0.0,QUILATES
1136,min1137,ESMERALDAS EN BRUTO,14794.0,QUILATES
1137,min1138,ESMERALDAS EN BRUTO,5246.0,QUILATES
1138,min1139,ESMERALDAS EN BRUTO,1550.0,QUILATES
1139,min1140,ESMERALDAS EN BRUTO,120.0,QUILATES
